Procedure,Type,AllowedCost
Fluoro,Preferred,4003.0464440795613
Fluoro,Preferred,4030.751788318199
Fluoro,Preferred,3604.1831152965715
Fluoro,Preferred,3512.031262905731
Fluoro,Preferred,3296.2634746005915
Fluoro,Non-Preferred,4799.220460981983
Fluoro,Non-Preferred,4001.4923854848803
Fluoro,Non-Preferred,3841.284485228616
Fluoro,Non-Preferred,4330.179140835429
Fluoro,Non-Preferred,4230.093041767043
Fluoro,Non-Preferred,4060.2669856856355
Fluoro,Non-Preferred,4750.03628375603
Fluoro,Non-Preferred,4905.386940424307
Fluoro,Non-Preferred,4385.247947057109
Fluoro,Non-Preferred,5218.721863915158
Fluoro,Non-Preferred,3647.1903468018972
Fluoro,Non-Preferred,4216.008139714169
Fluoro,Non-Preferred,3902.1104229203174
Fluoro,Non-Preferred,3212.2818450381646
Fluoro,Non-Preferred,4282.595403776381
Fluoro,Non-Preferred,4259.15531025203
Fluoro,Non-Preferred,5240.273661227279
Fluoro,Non-Preferred,4710.690826014867
Fluoro,Non-Preferred,3717.6917206844773
Fluoro,Non-Preferred,5444.659355082514
Fluoro,Non-Preferred,5064.824032597212
Fluoro,Non-Preferred,4681.46243736317
Fluoro,Non-Preferred,4196.313355972101
Fluoro,Non-Preferred,3756.5402732479124
Fluoro,Non-Preferred,4108.879749639369
Fluoro,Non-Preferred,4985.452987104512
Fluoro,Non-Preferred,5462.9555988427655
Fluoro,Non-Preferred,5258.149932245314
Fluoro,Non-Preferred,4038.894162210236
Fluoro,Non-Preferred,3660.433355308594
Fluoro,Non-Preferred,4416.735563428723
Fluoro,Non-Preferred,3271.140195944289
Fluoro,Non-Preferred,4526.1044437928695
Fluoro,Non-Preferred,4243.642263502799
Fluoro,Non-Preferred,4052.581914161055
Fluoro,Non-Preferred,3375.3819749219233
Fluoro,Non-Preferred,4640.363879223831
Fluoro,Non-Preferred,4012.5833114848538
Fluoro,Non-Preferred,3630.2537138558278
Fluoro,Non-Preferred,2608.8464873130106
Fluoro,Non-Preferred,4315.694872251619
Fluoro,Non-Preferred,5395.554773283847
Fluoro,Non-Preferred,5328.959344010723
Fluoro,Non-Preferred,4057.946061330237
Fluoro,Non-Preferred,3970.8765790649322
Fluoro,Non-Preferred,4613.468368927015
Fluoro,Non-Preferred,3733.1725517690256
Fluoro,Non-Preferred,4513.2789551736805
Fluoro,Non-Preferred,4791.8519823128145
Fluoro,Non-Preferred,5068.363749612585
Fluoro,Non-Preferred,4272.111369394029
Fluoro,Non-Preferred,4209.999565175821
Fluoro,Non-Preferred,3805.4142632280636
Fluoro,Non-Preferred,3836.0756028580845
Fluoro,Non-Preferred,4196.316480141085
Fluoro,Non-Preferred,4552.623119371708
Fluoro,Non-Preferred,4880.35459102195
Fluoro,Non-Preferred,3850.2964448737935
Fluoro,Non-Preferred,5227.8169566577135
Fluoro,Non-Preferred,4169.52965465646
Fluoro,Non-Preferred,4319.383438672939
Fluoro,Non-Preferred,3883.8768077933064
Fluoro,Non-Preferred,2877.6596591182356
Fluoro,Non-Preferred,4862.63105309863
Fluoro,Non-Preferred,4774.310153537461
Fluoro,Non-Preferred,4163.407281011073
Fluoro,Non-Preferred,4372.398245616923
Fluoro,Non-Preferred,4641.76734590446
Fluoro,Non-Preferred,3394.676301150075
Fluoro,Non-Preferred,4014.7722088742235
Fluoro,Non-Preferred,4808.762623055097
Fluoro,Non-Preferred,3579.6301613804508
Fluoro,Non-Preferred,4508.338574581978
Fluoro,Non-Preferred,3518.2547325079577
Fluoro,Non-Preferred,4612.061804742117
Fluoro,Non-Preferred,4310.818925903511
Fluoro,Non-Preferred,3363.124725738695
Fluoro,Non-Preferred,5031.047427956303
Fluoro,Non-Preferred,3891.448869203171
Fluoro,Non-Preferred,3846.0523530733717
Fluoro,Non-Preferred,4452.545333620566
Fluoro,Non-Preferred,5021.38622493923
Fluoro,Non-Preferred,3722.7107238949625
Fluoro,Non-Preferred,4369.211725190784
Fluoro,Non-Preferred,4589.493715480345
Fluoro,Non-Preferred,4748.067179639887
Fluoro,Non-Preferred,4438.068748448336
Fluoro,Non-Preferred,4111.987111832007
Fluoro,Non-Preferred,3835.649682892769
Fluoro,Non-Preferred,4383.890145109825
Fluoro,Non-Preferred,3688.9204080906366
Fluoro,Non-Preferred,2579.3935251852363
Fluoro,Non-Preferred,4594.139697776602
Fluoro,Non-Preferred,4874.564719933718
Fluoro,Non-Preferred,2914.4443539568974
Fluoro,Non-Preferred,3726.365392456038
Fluoro,Non-Preferred,4703.696371885119
Fluoro,Non-Preferred,5566.701097109019
Fluoro,Non-Preferred,4344.680039887246
Fluoro,Non-Preferred,3895.4020505445196
IR,Preferred,2908.55177944758
IR,Preferred,3687.4382095740925
IR,Preferred,2677.017910437732
IR,Preferred,2600.4039966748733
IR,Preferred,2758.628238908984
IR,Preferred,2523.3356958706436
IR,Preferred,3061.335157997398
IR,Preferred,3812.3392292347803
IR,Preferred,3161.5396365580145
IR,Preferred,2873.823248936856
IR,Preferred,2854.094365542228
IR,Preferred,2218.4045956516716
IR,Preferred,3441.5548885735793
IR,Preferred,2961.081401493599
IR,Preferred,2909.760043204687
IR,Preferred,4596.553783922431
IR,Preferred,3149.376454182843
IR,Preferred,2624.104474952408
IR,Preferred,2786.8212018972285
IR,Preferred,3574.222854598377
IR,Preferred,3056.635205268882
IR,Preferred,2280.861010841317
IR,Preferred,3459.6144672876017
IR,Preferred,2665.927957230503
IR,Preferred,3936.6488881087726
IR,Preferred,3540.0240328573245
IR,Preferred,2776.339052170624
IR,Preferred,3640.5081808675563
IR,Preferred,3033.927755263702
IR,Preferred,3426.3868375611096
IR,Preferred,3242.366408647237
IR,Preferred,2576.821672504563
IR,Preferred,2678.225083841269
IR,Preferred,3514.9804087905804
IR,Preferred,2832.6123339467294
IR,Preferred,2798.1757683790015
IR,Preferred,2522.4387103253234
IR,Preferred,3211.7995327967305
IR,Preferred,4031.262459621573
IR,Preferred,2466.233542872864
IR,Preferred,3012.1097283363792
IR,Preferred,3706.110277707715
IR,Preferred,2960.179304377142
IR,Preferred,3226.185898124867
IR,Preferred,2468.80323592656
IR,Preferred,3214.153548603824
IR,Preferred,2906.4278674977254
IR,Preferred,3492.8649978399317
IR,Preferred,3593.6930257823756
IR,Preferred,4294.781821009306
IR,Preferred,3289.816586606788
IR,Preferred,3162.8981582910833
IR,Preferred,3097.192150788668
IR,Preferred,2823.416853594656
IR,Preferred,3169.2419217308457
IR,Preferred,2852.2992949304853
IR,Preferred,3084.2304881348073
IR,Preferred,3658.79876780398
IR,Preferred,2496.7287173601794
IR,Preferred,3569.939280564523
IR,Preferred,3658.5575336699326
IR,Preferred,2940.9657365044604
IR,Preferred,1939.0725504957027
IR,Preferred,2696.089006452784
IR,Preferred,3648.4972732805545
IR,Preferred,2988.565968850559
IR,Preferred,2500.3488838525445
IR,Preferred,2747.612539385891
IR,Preferred,3420.3100132522763
IR,Preferred,3273.3667841006895
IR,Preferred,2880.533950415153
IR,Preferred,2816.587794092656
IR,Preferred,2804.1209254780892
IR,Preferred,2538.7949077507487
IR,Preferred,3807.687844734721
IR,Preferred,2838.8397653943302
IR,Preferred,3608.579260412748
IR,Preferred,3760.6580259612256
IR,Preferred,3499.15544907398
IR,Preferred,2784.1898436409756
IR,Preferred,3201.8650451683047
IR,Preferred,2987.9021968045417
IR,Preferred,2548.149069634936
IR,Preferred,3162.1796408608016
IR,Preferred,2410.4801044200985
IR,Preferred,3593.839694230782
IR,Preferred,2767.6913513508034
IR,Preferred,3100.57982793642
IR,Preferred,3141.643935773071
IR,Preferred,2870.547513147961
IR,Preferred,3293.3469007376375
IR,Preferred,2762.548171688738
IR,Preferred,3435.648648728622
IR,Preferred,2327.010159876626
IR,Preferred,3063.189789773206
IR,Preferred,3969.4644995291424
IR,Preferred,2499.8343376972125
IR,Preferred,2661.127514737574
IR,Preferred,3256.9539248294577
IR,Preferred,3089.790890969799
IR,Non-Preferred,4492.861816329644
IR,Non-Preferred,4575.996034854106
IR,Non-Preferred,4663.316637902571
IR,Non-Preferred,4948.303661939242
IR,Non-Preferred,4528.374950922616
IR,Non-Preferred,4137.729163994383
IR,Non-Preferred,4686.027977487147
IR,Non-Preferred,5422.412917702638
IR,Non-Preferred,4202.903508935964
IR,Non-Preferred,3697.766173963124
IR,Non-Preferred,4946.732158337692
IR,Non-Preferred,4210.25505839335
IR,Non-Preferred,2978.882029157087
IR,Non-Preferred,4790.936763055762
IR,Non-Preferred,3961.286845193155
IR,Non-Preferred,4228.163787383012
IR,Non-Preferred,4481.671955106917
IR,Non-Preferred,4396.783564632949
IR,Non-Preferred,4708.154847048932
IR,Non-Preferred,4021.1919344236026
IR,Non-Preferred,4590.347235671158
IR,Non-Preferred,4126.7557502151585
IR,Non-Preferred,4725.770045298011
IR,Non-Preferred,4651.70424717334
IR,Non-Preferred,3721.2205355387514
IR,Non-Preferred,4934.073026470528
IR,Non-Preferred,3960.9056896970797
IR,Non-Preferred,4767.318435734196
IR,Non-Preferred,4502.856144806313
IR,Non-Preferred,5385.393962842582
IR,Non-Preferred,4148.404167342397
IR,Non-Preferred,4072.89367909459
IR,Non-Preferred,4270.831993232869
IR,Non-Preferred,4100.575887064943
IR,Non-Preferred,4762.448897930739
IR,Non-Preferred,3312.6973917035557
IR,Non-Preferred,3650.274305277696
IR,Non-Preferred,3641.802003817993
IR,Non-Preferred,4852.668311949654
IR,Non-Preferred,5308.851780314664
IR,Non-Preferred,4219.814225643026
IR,Non-Preferred,4181.190722851502
IR,Non-Preferred,4324.515054633417
IR,Non-Preferred,4979.6107383304225
IR,Non-Preferred,3726.071876251164
IR,Non-Preferred,4425.50514640638
IR,Non-Preferred,4867.602334634967
IR,Non-Preferred,4583.140258729416
IR,Non-Preferred,4396.232726724755
IR,Non-Preferred,4883.111412305793
IR,Non-Preferred,2660.5443809659664
IR,Non-Preferred,4689.2089484840535
IR,Non-Preferred,3890.038346889054
IR,Non-Preferred,3184.1040186516348
IR,Non-Preferred,4589.205316480497
IR,Non-Preferred,5106.678883863283
IR,Non-Preferred,4200.014647988894
IR,Non-Preferred,4854.208485087272
IR,Non-Preferred,5249.850711558696
IR,Non-Preferred,5071.432428915937
IR,Non-Preferred,5266.462474388344
IR,Non-Preferred,4727.760251408644
IR,Non-Preferred,4327.743940106464
IR,Non-Preferred,3321.3042696272078
IR,Non-Preferred,4134.84626388754
IR,Non-Preferred,3776.5357995757936
IR,Non-Preferred,5585.049387264196
IR,Non-Preferred,4176.952269306106
IR,Non-Preferred,4356.4066408362
IR,Non-Preferred,4613.374982389789
IR,Non-Preferred,4308.64522458898
IR,Non-Preferred,5299.514381023961
IR,Non-Preferred,3908.8941397248373
IR,Non-Preferred,4399.248229907854
IR,Non-Preferred,3837.00140534668
IR,Non-Preferred,3490.470250033085
IR,Non-Preferred,3915.4223022223373
IR,Non-Preferred,4260.261678536462
IR,Non-Preferred,4024.902422055153
IR,Non-Preferred,3867.031168841195
IR,Non-Preferred,3438.6932785624085
IR,Non-Preferred,4232.620413188291
IR,Non-Preferred,3379.6515323469075
IR,Non-Preferred,4738.51733497927
IR,Non-Preferred,4331.94760852621
IR,Non-Preferred,3407.9528570865505
IR,Non-Preferred,4096.9583105355905
IR,Non-Preferred,3831.1899134111586
IR,Non-Preferred,4473.988463017017
IR,Non-Preferred,5086.754024379396
IR,Non-Preferred,3157.3802749780616
IR,Non-Preferred,4351.499404253959
IR,Non-Preferred,4186.404079425524
IR,Non-Preferred,4685.2878026357885
IR,Non-Preferred,4410.401733708122
IR,Non-Preferred,3831.302157722217
IR,Non-Preferred,4091.0513953655377
IR,Non-Preferred,3804.8682426834152
IR,Non-Preferred,4928.088039924667
IR,Non-Preferred,4295.2707459686735
